epoch,binary_accuracy,iou,loss,precision,recall,val_binary_accuracy,val_iou,val_loss,val_precision,val_recall
0,0.9361193776130676,0.044702135026454926,0.23198027908802032,0.06461702287197113,0.13941490650177002,0.9406705498695374,0.05407407507300377,0.1893218606710434,0.08629631251096725,0.12692594528198242
1,0.9396730661392212,0.061872366815805435,0.17957627773284912,0.10209574550390244,0.1359894871711731,0.9402644038200378,0.06533333659172058,0.20119810104370117,0.10822223126888275,0.14170372486114502
2,0.9397284984588623,0.06827668845653534,0.17644672095775604,0.11402124166488647,0.14539365470409393,0.9401404857635498,0.070333331823349,0.17704050242900848,0.11855554580688477,0.14770370721817017
3,0.9397938251495361,0.07196808606386185,0.1755702942609787,0.12274470180273056,0.14825527369976044,0.9400802850723267,0.0729999840259552,0.18302540481090546,0.1250370293855667,0.14996299147605896
4,0.9397751092910767,0.07443606853485107,0.173230841755867,0.12793610990047455,0.15128739178180695,0.940044641494751,0.07596295326948166,0.17115670442581177,0.1304444670677185,0.1523703634738922
5,0.9397949576377869,0.07681917399168015,0.17029736936092377,0.13347868621349335,0.15334048867225647,0.9400210976600647,0.07799997925758362,0.17166627943515778,0.13599997758865356,0.15551847219467163
6,0.9398344159126282,0.07927656918764114,0.16956663131713867,0.13826601207256317,0.15662753582000732,0.9400043487548828,0.08066665381193161,0.1682148575782776,0.14055556058883667,0.15874071419239044
7,0.9398406744003296,0.0818084329366684,0.16817964613437653,0.14307454228401184,0.16050007939338684,0.9399924278259277,0.08299997448921204,0.1689843237400055,0.14499999582767487,0.16181479394435883
8,0.9399768710136414,0.08341492712497711,0.16766032576560974,0.14661701023578644,0.1619255244731903,0.9399824738502502,0.08437038213014603,0.16435155272483826,0.14848145842552185,0.16377779841423035
9,0.93988436460495,0.08532979339361191,0.16712763905525208,0.15024472773075104,0.16460636258125305,0.9399746656417847,0.08618516474962234,0.16380766034126282,0.15196293592453003,0.16655556857585907
10,0.9398826956748962,0.0874679833650589,0.16461074352264404,0.15393610298633575,0.1680000275373459,0.939968466758728,0.0882963165640831,0.16565273702144623,0.1553703397512436,0.1698148548603058
11,0.9398787617683411,0.0895107164978981,0.1611875295639038,0.15745753049850464,0.1718830168247223,0.9399685859680176,0.0909629687666893,0.1534271091222763,0.15981486439704895,0.17425929009914398
12,0.9398713707923889,0.09242554008960724,0.1600993275642395,0.1624680906534195,0.1764681339263916,0.9399991035461426,0.09351854026317596,0.15675169229507446,0.16433334350585938,0.17799998819828033
13,0.9399713277816772,0.0948403850197792,0.15499748289585114,0.16684038937091827,0.17976586520671844,0.9400694370269775,0.09618519246578217,0.14918585121631622,0.1693333387374878,0.18248151242733002
14,0.9400204420089722,0.09787237644195557,0.15136529505252838,0.17198942601680756,0.1848936825990677,0.9402247071266174,0.09948145598173141,0.14149685204029083,0.17466668784618378,0.18762966990470886
15,0.9403235912322998,0.1015213206410408,0.14557993412017822,0.178170308470726,0.19084061682224274,0.9405854344367981,0.10362964123487473,0.12760326266288757,0.18166665732860565,0.1944815069437027
16,0.940693199634552,0.10575536638498306,0.14356842637062073,0.1851702481508255,0.1976490467786789,0.9409522414207458,0.10774076730012894,0.13242769241333008,0.18848152458667755,0.20133334398269653
17,0.9411184191703796,0.11018092930316925,0.1383022516965866,0.1920958161354065,0.20527666807174683,0.9413682222366333,0.11229627579450607,0.1283927857875824,0.19559265673160553,0.20870377123355865
18,0.9415076971054077,0.11443612724542618,0.1354488730430603,0.1992553323507309,0.2118193507194519,0.9418030381202698,0.11666669696569443,0.12331391870975494,0.20274077355861664,0.21581485867500305
19,0.9419897198677063,0.11913830041885376,0.1308571845293045,0.20646801590919495,0.21970215439796448,0.9423052668571472,0.12162961810827255,0.11613433808088303,0.210592582821846,0.22377777099609375
20,0.9424641132354736,0.1239042580127716,0.13227257132530212,0.21419136226177216,0.22722338140010834,0.9426873326301575,0.12596294283866882,0.12642771005630493,0.21718518435955048,0.23000000417232513
21,0.9428229928016663,0.12751056253910065,0.12860235571861267,0.22011695802211761,0.23264895379543304,0.9431054592132568,0.12992596626281738,0.11532290279865265,0.22370369732379913,0.23677778244018555
22,0.9433232545852661,0.13267016410827637,0.12401504814624786,0.22781901061534882,0.24103188514709473,0.9435634016990662,0.13451851904392242,0.12457198649644852,0.23051850497722626,0.24414809048175812
23,0.9437361359596252,0.13663843274116516,0.12228913605213165,0.23375535011291504,0.24756388366222382,0.9440203309059143,0.13877776265144348,0.11020971089601517,0.2369999885559082,0.25092586874961853
24,0.9442031383514404,0.14106382429599762,0.12058914452791214,0.24053198099136353,0.2543617784976959,0.9444480538368225,0.1430000513792038,0.11130217462778091,0.24351851642131805,0.25699999928474426
25,0.9446260333061218,0.14482980966567993,0.1176222562789917,0.24671268463134766,0.2598189413547516,0.9448800086975098,0.14725926518440247,0.10187321901321411,0.25018516182899475,0.2634073793888092
26,0.945079505443573,0.14970208704471588,0.11406567692756653,0.2539786994457245,0.2671593129634857,0.9453502297401428,0.15174071490764618,0.10433885455131531,0.2571481168270111,0.27037033438682556
27,0.9455481171607971,0.1539892703294754,0.11166579276323318,0.26046788692474365,0.27356380224227905,0.9458017945289612,0.1562962830066681,0.10287033766508102,0.2637777328491211,0.27696290612220764
28,0.9460103511810303,0.1585107147693634,0.10791775584220886,0.2672977149486542,0.2803829610347748,0.9462680816650391,0.16100002825260162,0.10181688517332077,0.27077773213386536,0.28407400846481323
29,0.9464520215988159,0.16340415179729462,0.10791496932506561,0.2742874026298523,0.2877979278564453,0.9467133283615112,0.16559253633022308,0.10427249222993851,0.27748140692710876,0.2909258306026459
30,0.9468933939933777,0.16760635375976562,0.1064571663737297,0.28063830733299255,0.2939361333847046,0.9471205472946167,0.16970375180244446,0.10854680836200714,0.2836295962333679,0.2968888580799103
31,0.947310209274292,0.17182987928390503,0.10276184231042862,0.28692546486854553,0.29990434646606445,0.9475575685501099,0.17388887703418732,0.10041775554418564,0.2897777557373047,0.30277779698371887
32,0.9477643966674805,0.1761702448129654,0.09921307116746902,0.2932873070240021,0.30604249238967896,0.9479932188987732,0.17811109125614166,0.1063605472445488,0.2961481511592865,0.3091852068901062
33,0.9481890201568604,0.180521160364151,0.09454258531332016,0.2995425760746002,0.3125637471675873,0.9484412670135498,0.18274079263210297,0.10374733805656433,0.3025555908679962,0.31566670536994934
34,0.9486452341079712,0.18498940765857697,0.0916094109416008,0.30590423941612244,0.3188188970088959,0.9488999247550964,0.18722228705883026,0.10349001735448837,0.3091852068901062,0.32207411527633667
35,0.9490824937820435,0.18956375122070312,0.08897571265697479,0.3124466836452484,0.32523396611213684,0.9493404030799866,0.19192588329315186,0.0995379239320755,0.31566670536994934,0.3285556435585022
36,0.9495463371276855,0.19443602859973907,0.08560460060834885,0.3193189799785614,0.33206379413604736,0.9497846961021423,0.1966296285390854,0.10470908135175705,0.32233333587646484,0.3351482152938843
37,0.9499719738960266,0.1990319788455963,0.08248496800661087,0.32571253180503845,0.33846819400787354,0.9502213001251221,0.2012593001127243,0.10688651353120804,0.32896295189857483,0.34166666865348816
38,0.9504112601280212,0.20368094742298126,0.08045115321874619,0.33239346742630005,0.3447127938270569,0.950647234916687,0.20599998533725739,0.10772310942411423,0.33551856875419617,0.34781476855278015
39,0.9508491158485413,0.20846787095069885,0.07524307817220688,0.3390318751335144,0.35124471783638,0.9510841965675354,0.21085183322429657,0.10147058963775635,0.34218522906303406,0.3544444441795349
40,0.951292097568512,0.2133616805076599,0.06981421262025833,0.34568092226982117,0.3578936457633972,0.9515329003334045,0.21588891744613647,0.10971906036138535,0.3490000069141388,0.3611852824687958
